1	2019-07-20 12:10:00	2019-07-20 12:09:36	2019-07-20 12:10:36	2019-07-19 02:32:58	0	0	192.168.3.31	9200	192.168.3.29	34788	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	124	17	4	2	933	132	100	100	100	0		0		0	0				0	0	0	999	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	103	329	0	0	0	0	0	1	0	0
1	2019-07-20 12:10:00	2019-07-20 12:09:28	2019-07-20 12:10:48	2019-07-20 06:41:13	0	0	206.207.50.50	4444	192.168.3.30	54776	2	1	2	2	1	1	3	0.0000	0	18	0.0000	1	0	1	61	87	6	12	617	872	100	100	100	0		0		0	0				0	0	0	999	3	2	0	0	0	0	8	0	1	0	0	0	1	0	0	0	0	0	8	2	0	182	1	2	2	0	0	2	0	0	155	241	0	0	0	0	0	2	0	0
1	2019-07-20 12:10:00	2019-07-20 12:09:54	2019-07-20 12:10:54	2019-07-18 05:34:56	0	0	192.168.3.31	9200	192.168.3.30	42004	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	124	17	4	2	933	132	100	100	100	0		0		0	0				0	0	0	999	3	2	0	0	0	0	8	0	1	0	0	0	1	0	0	0	0	0	8	2	0	182	1	2	2	0	0	2	0	0	155	241	0	0	0	0	0	2	0	0
1	2019-07-20 12:11:00	2019-07-20 12:09:10	2019-07-20 12:11:34	2019-07-20 11:17:27	0	0	192.168.3.34	4444	192.168.3.29	33636	0	1	0	0	1	1	3	0.0000	0	0	0.0000	-1	-1	-1	210	264	57	52	3790	4772	100	60	60	0		0		0	0				0	0	0	999	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82944	0	0	0	1	0	0	0	0	0	1	1	1	239	1880	0	0	0	0	0	1	0	1
1	2019-07-20 12:11:00	2019-07-20 12:10:54	2019-07-20 12:11:54	2019-07-18 05:34:56	0	0	192.168.3.31	9200	192.168.3.30	42004	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	124	17	4	2	934	132	100	100	100	0		0		0	0				0	0	0	999	4	2	0	0	0	0	7	0	1	0	0	0	2	0	0	0	0	0	7	1	0	51	1	2	2	0	0	4	0	0	177	310	0	0	0	0	0	2	0	0
1	2019-07-20 12:11:00	2019-07-20 12:10:36	2019-07-20 12:11:59	2019-07-19 02:32:58	0	0	192.168.3.31	9200	192.168.3.29	34788	1	0	1	1	0	0	3	0.0000	0	0	0.0000	2117	15014	2117	428	697	18	15	4457	7262	100	60	60	0		0		0	0				0	0	0	999	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82944	0	0	0	1	0	0	0	0	0	1	1	1	239	1880	0	0	0	0	0	1	0	1
1	2019-07-20 12:12:00	2019-07-20 12:10:48	2019-07-20 12:12:08	2019-07-20 06:41:13	0	0	206.207.50.50	4444	192.168.3.30	54776	2	1	2	2	1	1	3	0.0000	0	18	0.0000	-1	0	0	61	87	6	12	616	872	100	100	100	0		0		0	0				0	0	0	999	4	2	0	0	0	0	7	0	1	0	0	0	2	0	0	0	0	0	7	1	0	51	1	2	2	0	0	4	0	0	177	310	0	0	0	0	0	2	0	0
1	2019-07-20 12:12:00	2019-07-20 12:11:34	2019-07-20 12:12:34	2019-07-20 11:17:27	0	0	192.168.3.34	4444	192.168.3.29	33636	0	1	0	0	1	1	3	0.0000	0	0	0.0000	8860	-1	8860	479	463	53	43	3557	3440	100	60	60	0		0		0	0				0	0	0	999	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16384	0	0	0	2	0	0	0	0	0	1	1	1	95	522	0	0	0	0	0	2	0	1
1	2019-07-20 12:12:00	2019-07-20 12:11:54	2019-07-20 12:12:54	2019-07-18 05:34:56	0	0	192.168.3.31	9200	192.168.3.30	42004	1	0	1	1	0	0	3	0.0000	0	0	0.0000	-1	-1	-1	124	17	4	2	935	132	100	100	100	0		0		0	0				0	0	0	999	3	2	0	0	0	0	9	0	1	0	0	0	1	0	0	0	0	0	9	3	0	225	1	2	2	0	0	2	0	0	155	234	0	0	0	0	0	2	0	0
1	2019-07-20 12:12:00	2019-07-20 12:11:59	2019-07-20 12:12:59	2019-07-19 02:32:58	0	0	192.168.3.31	9200	192.168.3.29	34788	1	0	1	1	0	0	3	0.0000	0	0	0.0000	3314	13679	3314	446	471	15	9	3306	3489	100	60	60	0		0		0	0				0	0	0	999	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16384	0	0	0	2	0	0	0	0	0	1	1	1	95	522	0	0	0	0	0	2	0	1
