1	2019-07-17 09:25:00	2019-07-17 09:25:08	2019-07-17 09:25:08	2019-07-17 09:25:08	1	1	23.62.236.177	80	192.168.3.29	37812	12	0	12	12	0	0	0	0.0000	0	0	0.0000	13	0	13	21260	18045	3	3	582	494	100	100	100	0		0	detectportal.firefox.com	0	0				0	0	0	999	0	0	0	0	0	0	5	0	5	0	1	0	1	0	0	1	0	152100	0	0	1	147	5	1	5	3	1	1	1	1	13930	162	0	0	0	0	0	6	0	1
1	2019-07-17 09:25:00	2019-07-17 09:24:55	2019-07-17 09:25:25	2019-07-17 09:24:55	1	30	172.217.5.206	443	192.168.3.29	39402	11	0	11	11	0	0	0	0.0000	0	6	0.0000	14	28	14	793	1096	22	24	2900	4005	100	100	100	0		0	www.youtube.com	0	0				0	0	0	999	0	0	0	0	0	0	5	0	5	0	1	0	1	0	0	1	0	152100	0	0	1	147	5	1	5	3	1	1	1	1	13930	162	0	0	0	0	0	6	0	1
1	2019-07-17 09:25:00	2019-07-17 09:24:40	2019-07-17 09:25:41	2019-07-17 09:24:40	0	0	52.34.132.219	443	192.168.3.29	45634	26	0	26	26	0	0	0	0.0000	0	0	0.0000	2008	9831	2008	122	274	9	11	931	2094	100	60	60	0		0	tiles.services.mozilla.com	0	0				0	0	0	999	0	0	0	0	0	0	5	0	5	0	1	0	1	0	0	1	0	152100	0	0	1	147	5	1	5	3	1	1	1	1	13930	162	0	0	0	0	0	6	0	1
1	2019-07-17 09:25:00	2019-07-17 09:24:40	2019-07-17 09:25:41	2019-07-17 09:24:40	0	0	52.34.132.219	443	192.168.3.29	45636	25	0	25	25	0	0	0	0.0000	0	0	0.0000	2009	9829	2009	122	275	9	11	931	2095	100	60	60	0		0	tiles.services.mozilla.com	0	0				0	0	0	999	0	0	0	0	0	0	5	0	5	0	1	0	1	0	0	1	0	152100	0	0	1	147	5	1	5	3	1	1	1	1	13930	162	0	0	0	0	0	6	0	1
1	2019-07-17 09:25:00	2019-07-17 09:24:39	2019-07-17 09:25:43	2019-07-17 09:24:39	0	0	23.65.25.132	443	192.168.3.29	55710	14	0	14	14	0	0	0	0.0000	0	0	0.0000	10	6	10	936	546	14	39	7384	4306	100	100	100	0		0	getpocket.cdn.mozilla.net	0	0				0	0	0	999	0	0	0	0	0	0	1	0	3	0	3	0	1	0	0	2	0	1065024	1	1	0	193	6	1	7	6	1	1	1	1	8482	239	0	0	0	0	0	12	0	1
1	2019-07-17 09:25:00	2019-07-17 09:24:46	2019-07-17 09:25:48	2019-07-17 05:03:17	0	0	192.168.3.31	9200	192.168.3.29	49140	1	0	1	1	0	0	3	0.0000	0	0	0.0000	10	0	2988	1079	410	33	19	8375	3185	100	100	100	0		0		0	0				0	0	0	999	0	0	0	0	0	0	1	0	3	0	3	0	1	0	0	2	0	1065024	1	1	0	193	6	1	7	6	1	1	1	1	8482	239	0	0	0	0	0	12	0	1
1	2019-07-17 09:25:00	2019-07-17 09:24:24	2019-07-17 09:25:53	2019-07-17 02:52:21	0	0	35.164.43.181	443	192.168.3.29	44100	24	0	25	24	0	0	0	0.0000	0	15	0.0000	3318	-1	3318	54	61	7	8	598	680	100	60	60	0		0		0	0				0	0	0	999	0	0	0	0	0	0	1	0	3	0	3	0	1	0	0	2	0	1065024	1	1	0	193	6	1	7	6	1	1	1	1	8482	239	0	0	0	0	0	12	0	1
1	2019-07-17 09:26:00	2019-07-17 09:25:00	2019-07-17 09:26:06	2019-07-17 09:25:00	0	0	173.194.162.171	443	192.168.3.29	37360	10	0	11	10	0	0	0	0.0000	0	2	0.0000	31	0	31	4228	3797	34	353	34816	31270	100	100	100	0		0	r5---sn-qxo7rn7s.googlevideo.com	0	0				0	0	0	999	0	0	0	0	0	0	1	0	3	0	3	0	1	0	0	2	0	1065024	1	1	0	193	6	1	7	6	1	1	1	1	8482	239	0	0	0	0	0	12	0	1
1	2019-07-17 09:26:00	2019-07-17 09:25:25	2019-07-17 09:26:13	2019-07-17 09:25:25	1	48	216.58.217.206	443	192.168.3.29	45950	11	0	11	11	0	0	0	0.0000	0	6	0.0000	20	27	20	553	822	26	27	3304	4908	100	100	100	0		0	www.youtube.com	0	0				0	0	0	999	0	0	0	0	0	0	1	0	3	0	3	0	1	0	0	2	0	1065024	1	1	0	193	6	1	7	6	1	1	1	1	8482	239	0	0	0	0	0	12	0	1
1	2019-07-17 09:26:00	2019-07-17 09:25:09	2019-07-17 09:26:14	2019-07-17 09:25:09	0	0	23.62.236.171	80	192.168.3.29	58030	12	0	12	12	0	0	0	0.0000	0	0	0.0000	13	-1	13	214	214	9	13	1746	1746	100	90	90	0		0	detectportal.firefox.com	0	0				0	0	0	999	0	0	0	0	0	0	1	0	3	0	3	0	1	0	0	2	0	1065024	1	1	0	193	6	1	7	6	1	1	1	1	8482	239	0	0	0	0	0	12	0	1
