1	2019-07-16 04:58:00	2	192.168.3.1	1085	syn_incount	192.168.3.29	0
1	2019-07-16 04:58:00	1	192.168.3.1	2170	syn_outcount	192.168.3.30	2
1	2019-07-16 04:58:00	2	192.168.3.1	1085	syn_incount	192.168.3.30	0
1	2019-07-16 05:01:00	1	192.168.3.34	1	fake_tcpflows	192.168.3.30	1
1	2019-07-16 05:06:00	1	72.201.228.135	1	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:08:00	1	72.201.228.135	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:09:00	1	72.201.228.135	1	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:10:00	1	72.201.228.135	3	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:11:00	1	72.201.228.135	4	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:12:00	1	72.201.228.135	3	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:13:00	1	72.201.228.135	3	fake_tcpflows	192.168.3.29	1
1	2019-07-16 05:15:00	1	192.168.3.34	1	fake_tcpflows	192.168.3.30	1
1	2019-07-16 05:17:00	1	192.168.3.34	2	fake_tcpflows	192.168.3.30	1
1	2019-07-16 06:50:00	1	72.201.228.135	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 06:51:00	1	72.201.228.135	6	fake_tcpflows	192.168.3.29	1
1	2019-07-16 06:52:00	1	72.201.228.135	3	fake_tcpflows	192.168.3.29	1
1	2019-07-16 06:53:00	1	72.201.228.135	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 07:03:00	1	72.201.228.135	3	fake_tcpflows	192.168.3.29	1
1	2019-07-16 07:04:00	1	72.201.228.135	6	fake_tcpflows	192.168.3.29	1
1	2019-07-16 07:05:00	1	72.201.228.135	1	fake_tcpflows	192.168.3.29	1
1	2019-07-16 07:57:00	1	162.243.128.177	1	fake_tcpflows	192.168.3.29	1
1	2019-07-16 09:23:00	1	184.98.36.245	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 09:24:00	1	184.98.36.245	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 09:25:00	1	184.98.36.245	1	fake_tcpflows	192.168.3.29	1
1	2019-07-16 09:27:00	1	184.98.36.245	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 10:46:00	1	184.98.36.245	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 10:47:00	1	184.98.36.245	2	fake_tcpflows	192.168.3.29	1
1	2019-07-16 10:58:00	1	113.206.179.120	1	fake_tcpflows	192.168.3.29	1
1	2019-07-16 11:07:00	1	184.98.36.245	4	fake_tcpflows	192.168.3.29	1
1	2019-07-16 11:08:00	1	184.98.36.245	7	fake_tcpflows	192.168.3.29	1

